text,code,label
Initialize a list of empty lists `a` of size 3,a = [[] for i in range(3)],0
Finding the largest delta between two integers in a list in python,"max(abs(x - y) for x, y in zip(values[1:], values[:-1]))",0
convert a hex string `x` to string,"y = str(int(x, 16))",1
check if string `a` is an integer,a.isdigit(),1
function to check if a string is a number,isdigit(),1
check if string `b` is a number,b.isdigit(),1
sum a list of numbers `list_of_nums`,sum(list_of_nums),0
Get an item from a list of dictionary `lst` which has maximum value in the key `score` using lambda function,"max(lst, key=lambda x: x['score'])",0
"remove all spaces from a string converted from dictionary `{'a': 1, 'b': 'as df'}`","str({'a': 1, 'b': 'as df'}).replace(': ', ':').replace(', ', ',')",2
convert dictionary `dict` into a string formatted object,"'{' + ','.join('{0!r}:{1!r}'.format(*x) for x in list(dct.items())) + '}'",2
concatenate items from list `parts` into a string starting from the second element,""""""""""""".join(parts[1:])",0
"insert a character ',' into a string in front of '+' character in second part of the string",""""""",+"""""".join(c.rsplit('+', 1))",1
extract only alphabetic characters from a string `your string`,""""""" """""".join(re.split('[^a-zA-Z]*', 'your string'))",1
Extract only characters from a string as a list,"re.split('[^a-zA-Z]*', 'your string')",1
get the union set from list of lists `results_list`,results_union = set().union(*results_list),0
get the union of values in list of lists `result_list`,return list(set(itertools.chain(*result_list))),0
removing control characters from a string `s`,return ''.join(ch for ch in s if unicodedata.category(ch)[0] != 'C'),1
Compare if each value in list `a` is less than respective index value in list `b`,"all(i < j for i, j in zip(a, b))",0
remove duplicate characters from string 'ffffffbbbbbbbqqq',"re.sub('([a-z])\\1+', '\\1', 'ffffffbbbbbbbqqq')",1
remove periods inbetween capital letters that aren't immediately preceeded by word character(s) in a string `s` using regular expressions,"re.sub('(?<!\\w)([A-Z])\\.', '\\1', s)",1
match string 'this is my string' with regex '\\b(this|string)\\b'then replace it with regex '<markup>\\1</markup>',"re.sub('\\b(this|string)\\b', '<markup>\\1</markup>', 'this is my string')",1
"Sort a list of dictionaries `mylist` by keys ""weight"" and ""factor""","mylist.sort(key=operator.itemgetter('weight', 'factor'))",0
ordering a list of dictionaries `mylist` by elements 'weight' and 'factor',"mylist.sort(key=lambda d: (d['weight'], d['factor']))",0
Convert a list of lists `lol` to a dictionary with key as second value of a list and value as list itself,{x[1]: x for x in lol},0
sort keys of dictionary 'd' based on their values,"sorted(d, key=lambda k: d[k][1])",2
round 123 to 100,"int(round(123, -2))",3
get a list of last trailing words from another list  of strings`Original_List`,new_list = [x.split()[-1] for x in Original_List],0
Reverse a string 'hello world','hello world'[::(-1)],1
Reverse list `s`,s[::(-1)],0
Reverse string 'foo',''.join(reversed('foo')),1
Reverse a string `string`,''.join(reversed(string)),1
"Reverse a string ""foo""",'foo'[::(-1)],1
Reverse a string `a_string`,a_string[::(-1)],1
Reverse a string `a_string`,def reversed_string(a_string):return a_string[::(-1)],1
Reverse a string `s`,''.join(reversed(s)),1
"convert list `lst` of key, value pairs into a dictionary","dict([(e[0], int(e[1])) for e in lst])",0
sorting a list of tuples `list_of_tuples` where each tuple is reversed,"sorted(list_of_tuples, key=lambda tup: tup[::-1])",0
sorting a list of tuples `list_of_tuples` by second key,"sorted(list_of_tuples, key=lambda tup: tup[1])",0
get current date and time,datetime.datetime.now(),4
get current time,datetime.datetime.now().time(),4
get current time in pretty format,"strftime('%Y-%m-%d %H:%M:%S', gmtime())",4
get current time in string format,1(datetime.now()),4
get current time,datetime.datetime.time(datetime.datetime.now()),4
convert hex '\xff' to integer,ord('\xff'),1
get current utc time,datetime.utcnow(),4
move last item of array `a` to the first position,a[-1:] + a[:-1],0
print a rational number `3/2`,('\n\x1b[4m' + '3' + '\x1b[0m' + '\n2'),1
What is the best way to sort list with custom sorting parameters in Python?,li1.sort(key=lambda x: not x.startswith('b.')),0
iterate backwards from 10 to 0,"range(10, 0, -1)",3
get index of the first biggest element in list `a`,a.index(max(a)),0
replace periods `.` that are not followed by periods or spaces with a period and a space `. `,"re.sub('\\.(?=[^ .])', '. ', para)",1
convert a string `a` of letters embedded in squared brackets into embedded lists,"[i.split() for i in re.findall('\\[([^\\[\\]]+)\\]', a)]",1
extract dictionary `d` from list `a` where the value associated with the key 'name' of dictionary `d` is equal to 'pluto',[d for d in a if d['name'] == 'pluto'],0
extract dictionary from list of dictionaries based on a key's value.,[d for d in a if d['name'] == 'pluto'],0
Retrieve list of values from dictionary 'd',"list(d.values())",2
replace occurrences of two whitespaces or more with one whitespace ' ' in string `s`,"re.sub(' +', ' ', s)",1
remove all words which contains number from a string `words` using regex,"re.sub('\\w*\\d\\w*', '', words).strip()",1
parse date string '2009/05/13 19:19:30 -0400' using format '%Y/%m/%d %H:%M:%S %z',"datetime.strptime('2009/05/13 19:19:30 -0400', '%Y/%m/%d %H:%M:%S %z')",1
Get the position of a regex match for word `is` in a string `String`,"re.search('\\bis\\b', String).start()",1
Get the position of a regex match `is` in a string `String`,"re.search('is', String).start()",1
What is the most pythonic way to exclude elements of a list that start with a specific character?,[x for x in my_list if not x.startswith('#')],0
"replace fields delimited by braces {} in string ""Day old bread, 50% sale {0}"" with string 'today'","""""""Day old bread, 50% sale {0}"""""".format('today')",1
Get a minimum value from a list of tuples `list` with values of type `string` and `float` with nan,"min(list, key=lambda x: float('inf') if math.isnan(x[1]) else x[1])",0
Find average of a nested list `a`,a = [(sum(x) / len(x)) for x in zip(*a)],0
sort list `l` based on its elements' digits,"sorted(l, key=lambda x: int(re.search('\\d+', x).group(0)))",0
Format a string `u'Andr\xc3\xa9'` that has unicode characters,""""""""""""".join(chr(ord(c)) for c in 'Andr\xc3\xa9')",1
Insert a character `-` after every two elements in a string `s`,"""""""-"""""".join(a + b for a, b in zip(s[::2], s[1::2]))",1
printing numbers rounding up to third decimal place,('%.3f' % 3.1415),3
fill list `myList` with 4 0's,self.myList.extend([0] * (4 - len(self.myList))),0
generate list of numbers in specific format using string formatting precision.,[('%.2d' % i) for i in range(16)],1
sort dictionary `mydict` in descending order based on the sum of each value in it,"sorted(iter(mydict.items()), key=lambda tup: sum(tup[1]), reverse=True)[:3]",2
get top `3` items from a dictionary `mydict` with largest sum of values,"heapq.nlargest(3, iter(mydict.items()), key=lambda tup: sum(tup[1]))",2
"get index of character 'b' in list '['a', 'b']'","['a', 'b'].index('b')",0
Python: Convert a string to an integer,"num('  23  ')",1
extract the 2nd elements from a list of tuples,[x[1] for x in elements],0
flatten list of tuples `a`,"list(chain.from_iterable(a))",0
substitute two or more whitespace characters with character '|' in string `line`,"re.sub('\\s{2,}', '|', line.strip())",1
print float `a` with two decimal points,(('%.2f' % a)),3
print float `a` with two decimal points,(('{0:.2f}'.format(a))),3
print float `a` with two decimal points,"(('{0:.2f}'.format(round(a, 2))))",3
print float `a` with two decimal points,"(('%.2f' % round(a, 2)))",3
limit float 13.9499999 to two decimal points,('%.2f' % 13.9499999),3
limit float 3.14159 to two decimal points,('%.2f' % 3.14159),3
limit float 13.949999999999999 to two decimal points,"num('{0:.2f}'.format(13.95))",3
limit float 13.949999999999999 to two decimal points,'{0:.2f}'.format(13.95),3
"sum all elements of two-dimensions list `[[1, 2, 3, 4], [2, 4, 5, 6]]]`","sum([sum(x) for x in [[1, 2, 3, 4], [2, 4, 5, 6]]])",0
Retrieve an arbitrary value from dictionary `dict`,next(iter(dict.values())),2
access an arbitrary value from dictionary `dict`,next(iter(list(dict.values()))),2
sort list `mylist` of tuples by arbitrary key from list `order`,"sorted(mylist, key=lambda x: order.index(x[1]))",0
remove all duplicates from a list of sets `L`,"list(set(frozenset(item) for item in L))",0
remove duplicates from a list of sets 'L',[set(item) for item in set(frozenset(item) for item in L)],0
delete all values in a list `mylist`,del mylist[:],0
remove empty strings from list `str_list`,1_list = list([_f for _f in str_list if _f]),0
remove newlines and whitespace from string `yourstring`,"re.sub('[\\ \\n]{2,}', '', yourstring)",1
remove the last dot and all text beyond it in string `s`,"re.sub('\\.[^.]+$', '', s)",1
sort a zipped list `zipped` using lambda function,"sorted(zipped, key=lambda x: x[1])",0
How do I sort a zipped list in Python?,zipped.sort(key=lambda t: t[1]),0
sort a dictionary `y` by value then by key,"sorted(list(y.items()), key=lambda x: (x[1], x[0]), reverse=True)",2
remove elements from list `centroids` the indexes of which are in array `index`,"[element for i, element in enumerate(centroids) if i not in index]",0
list duplicated elements in two lists `listA` and `listB`,"list(set(listA) & set(listB))",0
convert unicode string `s` into string literals,(s.encode('unicode_escape')),1
how to format a list of arguments `my_args` into a string,"'Hello %s' % ', '.join(my_args)",0
search and split string 'aaa bbb ccc ddd eee fff' by delimiter '(ddd)',"re.split('(ddd)', 'aaa bbb ccc ddd eee fff', 1)",1
regex search and split string 'aaa bbb ccc ddd eee fff' by delimiter '(d(d)d)',"re.split('(d(d)d)', 'aaa bbb ccc ddd eee fff', 1)",1
"split string ""This is a string"" into words that do not contain whitespaces","""""""This is a string"""""".split()",1
"split string ""This     is a     string"" into words that does not contain whitespaces","""""""This     is a     string"""""".split()",1
remove all duplicate items from a list `lseperatedOrblist`,woduplicates = list(set(lseperatedOrblist)),0
sum of product of combinations in a list `l`,"sum([(i * j) for i, j in list(itertools.combinations(l, 2))])",0
regular expression for validating string 'user' containing a sequence of characters ending with '-' followed by any number of digits.,re.compile('{}-\\d*'.format(user)),1
convert all of the items in a list `lst` to float,[float(i) for i in lst],0
"multiply all items in a list `[1, 2, 3, 4, 5, 6]` together","from functools import reducereduce(lambda x, y: x * y, [1, 2, 3, 4, 5, 6])",0
"python, format string ""{} %s {}"" to have 'foo' and 'bar' in the first and second positions","""""""{} %s {}"""""".format('foo', 'bar')",1
Truncate `\r\n` from each string in a list of string `example`,"example = [x.replace('\r\n', '') for x in example]",0
split elements of a list `l` by '\t',[i.partition('\t')[-1] for i in l if '\t' in i],0
search for regex pattern 'Test(.*)print' in string `testStr` including new line character '\n',"re.search('Test(.*)', testStr, re.DOTALL)",1
return a string from a regex match with pattern '<img.*?>' in string 'line',"imtag = re.match('<img.*?>', line).group(0)",1
find overlapping matches from a string `hello` using regex,"re.findall('(?=(\\w\\w))', 'hello')",1
convert 173 to binary string,bin(173),3
convert binary string '01010101111' to integer,"int('01010101111', 2)",1
convert binary string '010101' to integer,"int('010101', 2)",1
convert binary string '0b0010101010' to integer,"int('0b0010101010', 2)",1
convert 21 to binary string,bin(21),3
convert binary string '11111111' to integer,"int('11111111', 2)",1
delete all digits in string `s` that are not directly attached to a word character,"re.sub('$\\d+\\W+|\\b\\d+\\b|\\W+\\d+$', '', s)",1
delete digits at the end of string `s`,"re.sub('\\b\\d+\\b', '', s)",1
Delete self-contained digits from string `s`,"s = re.sub('^\\d+\\s|\\s\\d+\\s|\\s\\d+$', ' ', s)",1
truncate string `s` up to character ':',"s.split(':', 1)[1]",1
"print a string `s` by splitting with comma `,`","(s.split(','))",1
"Create list  by splitting string `mystring` using "","" as delimiter","mystring.split(',')",1
remove parentheses only around single words in a string `s` using regex,"re.sub('\\((\\w+)\\)', '\\1', s)",1
get the sum of each second value from a list of tuple `structure`,sum(x[1] for x in structure),0
Parse string '21/11/06 16:30' according to format '%d/%m/%y %H:%M',"datetime.strptime('21/11/06 16:30', '%d/%m/%y %H:%M')",1
"variable number of digits `digits` in variable `value` in format string ""{0:.{1}%}""","""""""{0:.{1}%}"""""".format(value, digits)",3
get a random item from list `choices`,random_choice = random.choice(choices),0
sum the length of all strings in a list `strings`,length = sum(len(s) for s in strings),0
sort a list `s` by first and second attributes,"s = sorted(s, key=lambda x: (x[1], x[2]))",0
sort a list of lists `s` by second and third element in each list.,"s.sort(key=operator.itemgetter(1, 2))",0
filtering out strings that contain 'ab' from a list of strings `lst`,[k for k in lst if 'ab' in k],0
find the first letter of each element in string `input`,output = ''.join(item[0].upper() for item in input.split()),1
count the number of words in a string `s`,len(s.split()),1
format number 1000000000.0 using latex notation,('\\num{{{0:.2g}}}'.format(1000000000.0)),3
Initialize a list of empty lists `x` of size 3,x = [[] for i in range(3)],3
"zip a list of tuples `[(1, 4), (2, 5), (3, 6)]` into a list of tuples according to original tuple index","zip(*[(1, 4), (2, 5), (3, 6)])",0
split a list of tuples `data` into sub-lists of the same tuple field using itertools,"[list(group) for key, group in itertools.groupby(data, operator.itemgetter(1))]",0
Convert a string into a list,"list('hello')",1
update all values associated with key `i` to string 'updated' if value `j` is not equal to 'None' in dictionary `d`,"{i: 'updated' for i, j in list(d.items()) if j != 'None'}",2
Filter a dictionary `d` to remove keys with value None and replace other values with 'updated',"dict((k, 'updated') for k, v in d.items() if v is None)",2
Filter a dictionary `d` to remove keys with value 'None' and replace other values with 'updated',"dict((k, 'updated') for k, v in d.items() if v != 'None')",2
return list `result` of sum of elements of each list `b` in list of lists `a`,result = [sum(b) for b in a],0
What's the best way to search for a Python dictionary value in a list of dictionaries?,any(d['site'] == 'Superuser' for d in data),0
how to get month name of datetime `today`,today.strftime('%B'),4
get month name from a datetime object `today`,today.strftime('%B'),4
Convert nested list `x` into a flat list,[j for i in x for j in i],0
get each value from a list of lists `a` using itertools,(list(itertools.chain.from_iterable(a))),0
"convert date string 'January 11, 2010'  into day of week","datetime.datetime.strptime('January 11, 2010', '%B %d, %Y').strftime('%A')",1
Convert Date String to Day of Week,"datetime.datetime.strptime('January 11, 2010', '%B %d, %Y').strftime('%a')",1
"remove item ""b"" in list `a`",a.remove('b'),0
remove item `c` in list `a`,a.remove(c),0
delete the element 6 from list `a`,a.remove(6),0
delete the element 6 from list `a`,a.remove(6),0
Get all matching patterns 'a.*?a' from a string 'a 1 a 2 a 3 a 4 a'.,"re.findall('(?=(a.*?a))', 'a 1 a 2 a 3 a 4 a')",1
Getting the last element of list `some_list`,some_list[(-1)],0
Getting the second to last element of list `some_list`,some_list[(-2)],0
gets the `n` th-to-last element in list `some_list`,some_list[(- n)],0
get the last element in list `alist`,alist[(-1)],0
get the last element in list `astr`,astr[(-1)],0
"create a list of integers with duplicate values `[0, 0, 1, 1, 2, 2, 3, 3, 4, 4]`","[0, 0, 1, 1, 2, 2, 3, 3, 4, 4]",0
create a list of integers from 1 to 5 with each value duplicated,[(i // 2) for i in range(10)],3
remove first and last lines of string `s`,s[s.find('\n') + 1:s.rfind('\n')],1
create dict of squared int values in range of 100,{(x ** 2) for x in range(100)},3
"zip lists `[1, 2], [3, 4], [5, 6]` in a list","zip(*[[1, 2], [3, 4], [5, 6]])",0
"zip lists in a list [[1, 2], [3, 4], [5, 6]]","zip(*[[1, 2], [3, 4], [5, 6]])",0
get a new string from the 3rd character to the end of the string `x`,x[2:],1
get a new string including the first two characters of string `x`,x[:2],1
get a new string including all but the last character of string `x`,x[:(-2)],1
get a new string including the last two characters of string `x`,x[(-2):],1
get a new string with the 3rd to the second-to-last characters of string `x`,x[2:(-2)],1
reverse a string `some_string`,some_string[::(-1)],1
"select alternate characters of ""H-e-l-l-o- -W-o-r-l-d""",'H-e-l-l-o- -W-o-r-l-d'[::2],1
"encode value of key `City` in dictionary `data` as `ascii`, ignoring non-ascii characters","data['City'].encode('ascii', 'ignore')",2
print two numbers `10` and `20` using string formatting,"""""""{0} {1}"""""".format(10, 20)",3
"replace placeholders in string '{1} {ham} {0} {foo} {1}' with arguments `(10, 20, foo='bar', ham='spam')`","""""""{1} {ham} {0} {foo} {1}"""""".format(10, 20, foo='bar', ham='spam')",1
create list `changed_list ` containing elements of list `original_list` whilst converting strings containing digits to integers,changed_list = [(int(f) if f.isdigit() else f) for f in original_list],0
get a dictionary with keys from one list `keys` and values from other list `data`,"dict(zip(keys, zip(*data)))",0
"Escape character '}' in string '{0}:<15}}{1}:<15}}{2}:<8}}' while using function `format` with arguments `('1', '2', '3')`","('{0}:<15}}{1}:<15}}{2}:<8}}'.format('1', '2', '3'))",1
get dictionary with max value of key 'size' in list of dicts `ld`,"max(ld, key=lambda d: d['size'])",0
"format parameters 'b' and 'a' into plcaeholders in string ""{0}\\w{{2}}b{1}\\w{{2}}quarter""","""""""{0}\\w{{2}}b{1}\\w{{2}}quarter"""""".format('b', 'a')",1
write a regex pattern to match even number of letter `A`,re.compile('^([^A]*)AA([^A]|AA)*$'),1
custom sort an alphanumeric list `l`,"sorted(l, key=lambda x: x.replace('0', 'Z'))",0
create a dictionary containing each string in list `my_list` split by '=' as a key/value pairs,(dict([s.split('=') for s in my_list])),0
find the index of element closest to number 11.5 in list `a`,"min(enumerate(a), key=lambda x: abs(x[1] - 11.5))",0
create list `c` containing items from list `b` whose index is in list `index`,c = [b[i] for i in index],0
separate each character in string `s` by '-',"re.sub('(.)(?=.)', '\\1-', s)",1
concatenate '-' in between characters of string `str`,"re.sub('(?<=.)(?=.)', '-', str)",1
find float number proceeding sub-string `par` in string `dir`,"float(re.findall('(?:^|_)' + par + '(\\d+\\.\\d*)', dir)[0])",1
Get all the matches from a string `abcd` if it begins with a character `a`,"re.findall('[^a]', 'abcd')",1
get the first element of each tuple in a list `rows`,[x[0] for x in rows],0
get a list `res_list` of the first elements of each tuple in a list of tuples `rows`,res_list = [x[0] for x in rows],0
sort json `ips_data` by a key 'data_two',"sorted_list_of_keyvalues = sorted(list(ips_data.items()), key=item[1]['data_two'])",2
find recurring patterns in a string '42344343434',"re.findall('^(.+?)((.+)\\3+)$', '42344343434')[0][:-1]",1
encode string `s` to utf-8 code,s.encode('utf8'),1
parse string '01-Jan-1995' into a datetime object using format '%d-%b-%Y',"datetime.datetime.strptime('01-Jan-1995', '%d-%b-%Y')",1
print a list of integers `list_of_ints` using string formatting,"(', '.join(str(x) for x in list_of_ints))",0
convert string 'a' to hex,hex(ord('a')),1
Get the sum of values to the power of their indices in a list `l`,"sum(j ** i for i, j in enumerate(l, 1))",0
remove extra white spaces & tabs from a string `s`,""""""" """""".join(s.split())",1
replace comma in string `s` with empty string '',"s = s.replace(',', '')",1
get a list of substrings consisting of the first 5 characters of every string in list `buckets`,[s[:5] for s in buckets],0
sort list `the_list` by the length of string followed by alphabetical order,"the_list.sort(key=lambda item: (-len(item), item))",0
How to convert a date string '2013-1-25' in format '%Y-%m-%d' to different format '%m/%d/%y',"datetime.datetime.strptime('2013-1-25', '%Y-%m-%d').strftime('%m/%d/%y')",1
convert a date string '2013-1-25' in format '%Y-%m-%d' to different format '%-m/%d/%y',"datetime.datetime.strptime('2013-1-25', '%Y-%m-%d').strftime('%-m/%d/%y')",1
create list `new_list` containing the last 10 elements of list `my_list`,new_list = my_list[-10:],0
get the last 10 elements from a list `my_list`,my_list[-10:],0
"convert and escape string ""\\xc3\\x85あ"" to UTF-8 code","""""""\\xc3\\x85あ"""""".encode('utf-8').decode('unicode_escape')",1
"encode string ""\\xc3\\x85あ"" to bytes","""""""\\xc3\\x85あ"""""".encode('utf-8')",1
interleave the elements of two lists `a` and `b`,"[j for i in zip(a, b) for j in i]",0
merge two lists `a` and `b` into a single list,"[j for i in zip(a, b) for j in i]",0
delete all occureces of `8` in each string `s` in list `lst`,"([s.replace('8', '') for s in lst])",0
"Split string `Hello` into a string of letters seperated by `,`",""""""","""""".join('Hello')",1
match zero-or-more instances of lower case alphabet characters in a string `f233op `,"re.findall('([a-z]*)', 'f233op')",1
match zero-or-more instances of lower case alphabet characters in a string `f233op `,"re.findall('([a-z])*', 'f233op')",1
split string 'happy_hats_for_cats' using string '_for_',"re.split('_for_', 'happy_hats_for_cats')",1
"Split string 'sad_pandas_and_happy_cats_for_people' based on string 'and', 'or' or 'for'","re.split('_(?:for|or|and)_', 'sad_pandas_and_happy_cats_for_people')",1
Split a string `l` by multiple words `for` or `or` or `and`,"[re.split('_(?:f?or|and)_', s) for s in l]",1
zip keys with individual values in lists `k` and `v`,"[dict(zip(k, x)) for x in v]",0
Sort a list 'lst' in descending order.,"sorted(lst, reverse=True)",0
check if elements in list `my_list` are coherent in order,"return my_list == list(range(my_list[0], my_list[-1] + 1))",0
encode `u'X\xc3\xbcY\xc3\x9f'` as unicode and decode with utf-8,'X\xc3\xbcY\xc3\x9f'.encode('raw_unicode_escape').decode('utf-8'),1
parse string `a` to float,"num(a)",1
convert `ms` milliseconds to a datetime object,datetime.datetime.fromtimestamp(ms / 1000.0),3
get the largest index of the last occurrence of characters '([{' in string `test_string`,max(test_string.rfind(i) for i in '([{'),1
print 'here is your checkmark: ' plus unicode character u'\u2713',('here is your checkmark: ' + '\u2713'),1
print unicode characters in a string `\u0420\u043e\u0441\u0441\u0438\u044f`,('\u0420\u043e\u0441\u0441\u0438\u044f'),1
pads string '5' on the left with 1 zero,('{0}'.format('5'.zfill(2))),1
Remove duplicates elements from list `sequences` and sort it in ascending order,sorted(set(itertools.chain.from_iterable(sequences))),0
escaping quotes in string,"replace('""', '\\""')",1
check if all string elements in list `words` are upper-cased,(all(word[0].isupper() for word in words)),0
remove items from dictionary `myDict` if the item's value `val` is equal to 42,"myDict = {key: val for key, val in list(myDict.items()) if val != 42}",2
Remove all items from a dictionary `myDict` whose values are `42`,"{key: val for key, val in list(myDict.items()) if val != 42}",2
Determine the byte length of a utf-8 encoded string `s`,return len(s.encode('utf-8')),1
"strip everything up to and including the character `&` from url `url`, strip the character `=` from the remaining string and concatenate `.html` to the end","url.split('&')[-1].replace('=', '') + '.html'",1
remove the last element in list `a`,del a[(-1)],0
remove the element in list `a` with index 1,a.pop(1),0
remove the last element in list `a`,a.pop(),0
remove the element in list `a` at index `index`,a.pop(index),0
remove the element in list `a` at index `index`,del a[index],0
convert a list of lists `list_of_lists` into a list of strings keeping empty sub-lists as empty string '',[''.join(l) for l in list_of_lists],0
Create new list `result` by splitting each item in list `words`,"result = [item for word in words for item in word.split(',')]",0
convert JSON string '2012-05-29T19:30:03.283Z' into a DateTime object using format '%Y-%m-%dT%H:%M:%S.%fZ',"datetime.datetime.strptime('2012-05-29T19:30:03.283Z', '%Y-%m-%dT%H:%M:%S.%fZ')",1
count `True` values associated with key 'one' in dictionary `tadas`,sum(item['one'] for item in list(tadas.values())),2
split string `a` using new-line character '\n' as separator,a.rstrip().split('\n'),1
split a string `a` with new line character,a.split('\n')[:-1],1
check if 7 is in list `a`,(7 in a),0
check if 'a' is in list `a`,('a' in a),0
"split string `str` with delimiter '; ' or delimiter ', '","re.split('; |, ', str)",1
convert date string `s` in format pattern '%d/%m/%Y' into a timestamp,"time.mktime(datetime.datetime.strptime(s, '%d/%m/%Y').timetuple())",1
convert string '01/12/2011' to an integer timestamp,"int(datetime.datetime.strptime('01/12/2011', '%d/%m/%Y').strftime('%s'))",1
coalesce non-word-characters in string `a`,"(re.sub('(\\W)\\1+', '\\1', a))",1
Convert a Unicode string `title` to a 'ascii' string,"unicodedata.normalize('NFKD', title).encode('ascii', 'ignore')",1
Convert a Unicode string `a` to a 'ascii' string,"a.encode('ascii', 'ignore')",1
get the list with the highest sum value in list `x`,"(max(x, key=sum))",0
sum the length of lists in list `x` that are more than 1 item in length,sum(len(y) for y in x if len(y) > 1),0
Enclose numbers in quotes in a string `This is number 1 and this is number 22`,"re.sub('(\\d+)', '""\\1""', 'This is number 1 and this is number 22')",1
"sort a nested list by the inverse of element 2, then by element 1","sorted(l, key=lambda x: (-int(x[1]), x[0]))",0
"get a string `randomkey123xyz987` between two substrings in a string `api('randomkey123xyz987', 'key', 'text')` using regex","re.findall(""api\\('(.*?)'"", ""api('randomkey123xyz987', 'key', 'text')"")",1
print list of items `myList`,('\n'.join(str(p) for p in myList)),0
update the dictionary `mydic` with dynamic keys `i` and values with key 'name' from dictionary `o`,mydic.update({i: o['name']}),2
divide the members of a list `conversions` by the corresponding members of another list `trials`,"[(c / t) for c, t in zip(conversions, trials)]",0
sort dict `data` by value,"sorted(data, key=data.get)",2
Sort a dictionary `data` by its values,sorted(data.values()),2
Get a list of pairs of key-value sorted by values in dictionary `data`,"sorted(list(data.items()), key=lambda x: x[1])",2
sort dict by value python,"sorted(list(data.items()), key=lambda x: x[1])",2
display current time,now = datetime.datetime.now().strftime('%H:%M:%S'),4
find the index of the second occurrence of the substring `bar` in string `foo bar bar bar`,"""""""foo bar bar bar"""""".replace('bar', 'XXX', 1).find('bar')",1
check if key 'stackoverflow' and key 'google' are presented in dictionary `sites`,"set(['stackoverflow', 'google']).issubset(sites)",2
replace string ' and ' in string `stuff` with character '/',"stuff.replace(' and ', '/')",1
substract 1 hour and 10 minutes from current time,"t = datetime.datetime.now()\n(t - datetime.timedelta(hours=1, minutes=10))",4
subtract 1 hour and 10 minutes from time object `t`,"(t - datetime.timedelta(hours=1, minutes=10))",4
add 1 hour and 2 minutes to time object `t`,"dt = datetime.datetime.combine(datetime.date.today(), t)",4
subtract 5 hours from the time object `dt`,dt -= datetime.timedelta(hours=5),4
Get all the items from a list of tuple 'l' where second item in tuple is '1'.,[x for x in l if x[1] == 1],0
place '\' infront of each non-letter char in string `line`,"(re.sub('[_%^$]', '\\\\\\g<0>', line))",1
convert a list of lists `a` into list of tuples of appropriate elements form nested lists,zip(*a),0
convert a list of strings `lst` to list of integers,"[map(int, sublist) for sublist in lst]",0
convert strings in list-of-lists `lst` to ints,[[int(x) for x in sublist] for sublist in lst],0
create a list where each element is a dictionary with keys 'key1' and 'key2' and values corresponding to each value in the lists referenced by keys 'key1' and 'key2' in dictionary `d`,"[{'key1': a, 'key2': b} for a, b in zip(d['key1'], d['key2'])]",2
Split dictionary of lists into list of dictionaries,"map(dict, zip(*[[(k, v) for v in value] for k, value in list(d.items())]))",2
Get Last Day of the first month in 2002,"calendar.monthrange(2002, 1)",4
Get Last Day of the second month in 2002,"calendar.monthrange(2008, 2)",4
Get Last Day of the second month in 2100,"calendar.monthrange(2100, 2)",4
Get Last Day of the month `month` in year `year`,"calendar.monthrange(year, month)[1]",4
Get Last Day of the second month in year 2012,"monthrange(2012, 2)",4
Get Last Day of the first month in year 2000,"(datetime.date(2000, 2, 1) - datetime.timedelta(days=1))",4
delete letters from string '12454v',""""""""""""".join(filter(str.isdigit, '12454v'))",1
sort a list of tuples `my_list` by second parameter in the tuple,my_list.sort(key=lambda x: x[1]),0
find indexes of all occurrences of a substring `tt` in a string `ttt`,"[m.start() for m in re.finditer('(?=tt)', 'ttt')]",1
find all occurrences of a substring in a string,"[m.start() for m in re.finditer('test', 'test test test test')]",1
split string `s` based on white spaces,"re.findall('\\s+|\\S+', s)",1
display first 5 characters of string 'aaabbbccc',"""""""{:.5}"""""".format('aaabbbccc')",1
unpack hexadecimal string `s` to a list of integer values,"struct.unpack('11B', s)",1
"finding the index of an item 'foo' given a list `['foo', 'bar', 'baz']` containing it","[i for i, j in enumerate(['foo', 'bar', 'baz']) if j == 'foo']",0
"generate all permutations of list `[1, 2, 3]` and list `[4, 5, 6]`","(list(itertools.product([1, 2, 3], [4, 5, 6])))",0
"generate all permutations of a list `[1, 2, 3]`","itertools.permutations([1, 2, 3])",0
substitute occurrences of unicode regex pattern u'\\p{P}+' with empty string '' in string `text`,"return re.sub('\\p{P}+', '', text)",1
sum of all values in a python dict `d`,sum(d.values()),2
Sum of all values in a Python dict,sum(d.values()),2
sort a list of dictionaries `list_of_dct` by values in an order `order`,"sorted(list_of_dct, key=lambda x: order.index(list(x.values())[0]))",0
change the case of the first letter in string `s`,return s[0].upper() + s[1:],1
"join list of numbers `[1,0,2,4] ` to string of numbers.",""""""""""""".join([1, 2, 3, 4])",0
Parse string `datestr` into a datetime object using format pattern '%Y-%m-%d',"dateobj = datetime.datetime.strptime(datestr, '%Y-%m-%d').date()",1
lambda function that adds two operands,"lambda x, y: x + y",3
count the number of items in a generator/iterator `it`,sum(1 for i in it),0
Get `3` unique items from a list,"random.sample(list(range(1, 16)), 3)",0
print letter that appears most frequently in string `s`,(collections.Counter(s).most_common(1)[0]),1
get the logical xor of two variables `str1` and `str2`,return (bool(str1) ^ bool(str2)),1
List comprehension with an accumulator in range of 10,list(accumulate(list(range(10)))),3
check if `x` is an integer,"isinstance(x, int)",3
check if `x` is an integer,(type(x) == int),3
