text,code,type,label,num-vars
get the ASCII value of a character u'あ' as an int,ord('\u3042'),<str>,2,0
get the ASCII value of a character as an int,ord(),<str>,2,0
create a list containing the digits values from binary string `x` as elements,[int(d) for d in str(bin(x))[2:]],<int-str>,0,1
get the max string length in list `i`,max(len(word) for word in i),<nested-list>,8,1
get the maximum string length in nested list `i`,"len(max(i, key=len))",<nested-list>,8,1
sort list `mylist` alphabetically,mylist.sort(key=lambda x: x.lower()),<str-list>,7,1
sort list `mylist` in alphabetical order,mylist.sort(key=str.lower),<str-list>,7,1
sort a list of strings 'mylist'.,mylist.sort(),<str-list>,7,1
sort a list of strings `list`,list.sort(),<str-list>,7,1
remove first word in string `s`,"s.split(' ', 1)[1]",<str>,2,1
split list `l` into `n` sized lists,"[l[i:i + n] for i in range(0, len(l), n)]",<list>,6,2
split a list `l` into evenly sized chunks `n`,"[l[i:i + n] for i in range(0, len(l), n)]",<list>,6,2
"remove all non -word, -whitespace, or -apostrophe characters from string `doesn't this mean it -technically- works?`","re.sub(""[^\\w' ]"", '', ""doesn't this mean it -technically- works?"")",<str>,2,0
find all digits between two characters `\xab` and `\xbb`in a string `text`,"(re.findall('\\d+', '\n'.join(re.findall('\xab([\\s\\S]*?)\xbb', text))))",<str>,2,1
Encode each value to 'UTF8' in the list `EmployeeList`,[x.encode('UTF8') for x in EmployeeList],<str-list>,7,1
generate a list of consecutive integers from 0 to 8,list(range(9)),<int>,9,0
convert list `myintegers` into a unicode string,""""""""""""".join(chr(i) for i in myintegers)",<int-list>,20,1
Remove the string value `item` from a list of strings `my_sequence`,[item for item in my_sequence if item != 'item'],<str-list>,7,1
randomly select an item from list `foo`,random.choice(foo),<list>,6,1
"check if all of the following items in list `['a', 'b']` are in a list `['a', 'b', 'c']`","set(['a', 'b']).issubset(['a', 'b', 'c'])",<str-list>,7,0
"Check if all the items in a list `['a', 'b']` exists in another list `l`","set(['a', 'b']).issubset(set(l))",<str-list>,7,1
to convert a list of tuples `list_of_tuples` into list of lists,[list(t) for t in zip(*list_of_tuples)],<tuple-list>,19,1
group a list `list_of_tuples` of tuples by values,zip(*list_of_tuples),<tuple-list>,19,1
"Split string with comma (,) and remove whitespace from a string 'my_string'","[item.strip() for item in my_string.split(',')]",<str>,2,1
convert a set of tuples `queryresult` to a string `emaillist`,emaillist = '\n'.join(item[0] for item in queryresult),<set>,16,1
convert a set of tuples `queryresult` to a list of strings,[item[0] for item in queryresult],<set>,16,1
convert a list of tuples `queryresult` to a string from the first indexes.,emaillist = '\n'.join([item[0] for item in queryresult]),<tuple-list>,19,1
Initialize a list `a` with `10000` items and each item's value `0`,a = [0] * 10000,<int>,9,0
Keep only unique words in list of words `words` and join into string,"(' '.join(sorted(set(words), key=words.index)))",<str-list>,7,1
generate 6 random numbers between 1 and 50,"random.sample(range(1, 50), 6)",<int>,9,0
generate six unique random numbers in the range of 1 to 49.,"random.sample(range(1, 50), 6)",<int>,9,0
lowercase keys and values in dictionary `{'My Key': 'My Value'}`,"{k.lower(): v.lower() for k, v in list({'My Key': 'My Value'}.items())}",<str-dict>,13,0
lowercase all keys and values in dictionary `{'My Key': 'My Value'}`,"dict((k.lower(), v) for k, v in {'My Key': 'My Value'}.items())",<str-dict>,13,0
"Convert each key,value pair in a dictionary `{'My Key': 'My Value'}` to lowercase","dict((k.lower(), v.lower()) for k, v in {'My Key': 'My Value'}.items())",<str-dict>,13,0
sorting the lists in list of lists `data`,[sorted(item) for item in data],<nested-list>,8,1
sort 2d array `matrix` by row with index 1,"sorted(matrix, key=itemgetter(1))",<nested-list>,8,1
Get all indexes of a letter `e` from a string `word`,"[index for index, letter in enumerate(word) if letter == 'e']",<str>,2,1
split string 'abcdefg' into a list of characters,"re.findall('\\w', 'abcdefg')",<str>,2,0
"split string ""a;bcd,ef g"" on delimiters ';' and ','","""""""a;bcd,ef g"""""".replace(';', ' ').replace(',', ' ').split()",<str>,2,0
get a list each value `i` in the implicit tuple `range(3)`,list(i for i in range(3)),<tuple>,17,0
flatten a tuple `l`,"[(a, b, c) for a, (b, c) in l]",<tuple>,17,1
convert 3652458 to string represent a 32bit hex number,"""""""0x{0:08X}"""""".format(3652458)",<int>,9,0
convert a python dictionary `d` to a list of tuples,"[(v, k) for k, v in list(d.items())]",<dict>,12,1
convert dictionary of pairs `d` to a list of tuples,"[(v, k) for k, v in d.items()]",<dict>,12,1
convert python 2 dictionary `a` to a list of tuples where the value is the first tuple element and the key is the second tuple element,"[(v, k) for k, v in a.items()]",<dict>,12,1
convert a python dictionary 'a' to a list of tuples,"[(k, v) for k, v in a.items()]",<dict>,12,1
"convert a list of hex byte strings `['BB', 'A7', 'F6', '9E']` to a list of hex integers","[int(x, 16) for x in ['BB', 'A7', 'F6', '9E']]",<str-list>,7,0
convert the elements of list `L` from hex byte strings to hex integers,"[int(x, 16) for x in L]",<str-list>,7,1
create a list containing a four elements long tuples of permutations of binary values,"itertools.product(list(range(2)), repeat=4)",<int>,9,0
get yesterday's date as a string in `YYYY-MM-DD` format using timedelta,(datetime.now() - timedelta(1)).strftime('%Y-%m-%d'),<datetime>,3,0
"get a list of tuples of every three consecutive items in list `[1, 2, 3, 4, 5, 6, 7, 8, 9]`","list(zip(*((iter([1, 2, 3, 4, 5, 6, 7, 8, 9]),) * 3)))",<int-list>,20,0
Slicing a list into a list of sub-lists,"[input[i:i + n] for i in range(0, len(input), n)]",<list>,6,1
Sort list `keys` based on its elements' dot-seperated numbers,"keys.sort(key=lambda x: map(int, x.split('.')))",<str-list>,7,1
Sort a list of integers `keys` where each value is in string format,keys.sort(key=lambda x: [int(y) for y in x.split('.')]),<int-list>,20,1
remove all non-alphabet chars from string `s`,""""""""""""".join([i for i in s if i.isalpha()])",<str>,2,1
split a string `s` into integers,l = (int(x) for x in s.split()),<str>,2,1
split a string `42 0` by white spaces.,"""""""42 0"""""".split()",<int-str>,0,0
How to split a string into integers in Python?,"map(int, '42 0'.split())",<str>,2,0
get indexes of all true boolean values from a list `bool_list`,"[i for i, elem in enumerate(bool_list, 1) if elem]",<bool-list>,10,1
display current time in readable format,"time.strftime('%l:%M%p %z on %b %d, %Y')",<datetime>,3,1
"append array of strings `['x', 'x', 'x']` into one string",""""""""""""".join(['x', 'x', 'x'])",<str-list>,7,0
"removing duplicate characters from a string variable ""foo""",""""""""""""".join(set(foo))",<str>,2,1
sort list `users` using values associated with key 'id' according to elements in list `order`,users.sort(key=lambda x: order.index(x['id'])),<dict-list>,1,2
sort a python list of dictionaries `users` by a given list `order` of ids 'id' with the desired order,users.sort(key=lambda x: order.index(x['id'])),<dict-list>,1,2
match regex pattern 'a*?bc*?' on string 'aabcc' with DOTALL enabled,"re.findall('a*?bc*?', 'aabcc', re.DOTALL)",<str>,2,0
"count number of occurrences of a substring 'ab' in a string ""abcdabcva""","""""""abcdabcva"""""".count('ab')",<str>,2,0
get a list of values with key 'key' from a list of dictionaries `l`,[d['key'] for d in l if 'key' in d],<dict-list>,1,1
get a list of values for key 'key' from a list of dictionaries `l`,[d['key'] for d in l],<dict-list>,1,1
"get a list of values for key ""key"" from a list of dictionaries in `l`",[d['key'] for d in l],<dict-list>,1,1
order a list of lists `l1` by the first value,l1.sort(key=lambda x: int(x[0])),<nested-list>,8,1
"order a list of lists `[[1, 'mike'], [1, 'bob']]` by the first value of individual list","sorted([[1, 'mike'], [1, 'bob']])",<nested-list>,8,0
replace a string `Abc` in case sensitive way using maketrans,"""""""Abc"""""".translate(maketrans('abcABC', 'defDEF'))",<str>,2,0
"dictionary `d` to string, custom format","""""""<br/>"""""".join([('%s:: %s' % (key, value)) for key, value in list(d.items())])",<dict>,12,1
update a list `l1` dictionaries with a key `count` and value from list `l2`,"[dict(d, count=n) for d, n in zip(l1, l2)]",<dict-list>,1,1
create a list with the sum of respective elements of the tuples of list `l`,[sum(x) for x in zip(*l)],<tuple-list>,19,1
sum each value in a list `l` of tuples,"map(sum, zip(*l))",<tuple-list>,19,1
Convert each list in list `main_list` into a tuple,"map(list, zip(*main_list))",<nested-list>,8,1
"check if string `test.mp3` ends with one of the strings from a tuple `('.mp3', '.avi')`","""""""test.mp3"""""".endswith(('.mp3', '.avi'))",<str>,2,0
split a string 's' by space while ignoring spaces within square braces and quotes.,"re.findall('\\[[^\\]]*\\]|""[^""]*""|\\S+', s)",<str>,2,1
get all characters between two `$` characters in string `string`,"re.findall('\\$([^$]*)\\$', string)",<str>,2,1
getting the string between 2 '$' characters in '$sin (x)$ is an function of x',"re.findall('\\$(.*?)\\$', '$sin (x)$ is an function of x')",<str>,2,0
Format a date object `str_date` into iso fomrat,"datetime.datetime.strptime(str_date, '%m/%d/%Y').date().isoformat()",<datetime-str>,18,1
Get a list of all keys from dictionary `dictA` where the number of occurrences of value `duck` in that key is more than `1`,"[k for k, v in dictA.items() if v.count('duck') > 1]",<str-dict>,13,1
"Create sub matrix of a list of lists `[[2, 3, 4], [2, 3, 4], [2, 3, 4]]` (without numpy)","[[2, 3, 4], [2, 3, 4], [2, 3, 4]]",<int-list>,20,0
read the first line of a string `my_string`,my_string.splitlines()[0],<str>,2,1
How do I read the first line of a string?,"my_string.split('\n', 1)[0]",<str>,2,1
Replace repeated instances of a character '*' with a single instance in a string 'text',"re.sub('\\*\\*+', '*', text)",<str>,2,1
"replace repeated instances of ""*"" with a single instance of ""*""","re.sub('\\*+', '*', text)",<str>,2,1
multiply values of dictionary `dict` with their respective values in dictionary `dict2`,"dict((k, v * dict2[k]) for k, v in list(dict1.items()) if k in dict2)",<int-dict>,11,2
Get a random string of length `length`,return ''.join(random.choice(string.lowercase) for i in range(length)),<int>,9,1
Get total number of values in a nested dictionary `food_colors`,sum(len(x) for x in list(food_colors.values())),<nested-dict>,14,1
count all elements in a nested dictionary `food_colors`,sum(len(v) for v in food_colors.values()),<nested-dict>,14,1
apply logical operator 'AND' to all elements in list `a_list`,all(a_list),<list>,6,1
removing vowel characters 'aeiouAEIOU' from string `text`,""""""""""""".join(c for c in text if c not in 'aeiouAEIOU')",<str>,2,1
Divide elements in list `a` from elements at the same index in list `b`,"[(x / y) for x, y in zip(a, b)]",<int-list>,20,2
match regex 'abc(de)fg(123)' on string 'abcdefg123 and again abcdefg123',"re.findall('abc(de)fg(123)', 'abcdefg123 and again abcdefg123')",<str>,2,0
get keys of dictionary `my_dict` that contain any values from list `lst`,"[key for key, value in list(my_dict.items()) if set(value).intersection(lst)]",<dict>,12,2
get list of keys in dictionary `my_dict` whose values contain values from list `lst`,"[key for item in lst for key, value in list(my_dict.items()) if item in value]",<dict>,12,2
Sum elements of tuple `b` to their respective elements of each tuple in list `a`,"c = [[(i + j) for i, j in zip(e, b)] for e in a]",<tuple-list>,19,2
sort dictionary of lists `myDict` by the third item in each list,"sorted(list(myDict.items()), key=lambda e: e[1][2])",<list-dict>,5,1
"Format string `hello {name}, how are you {name}, welcome {name}` to be interspersed by `name` three times, specifying the value as `john` only once","""""""hello {name}, how are you {name}, welcome {name}"""""".format(name='john')",<str>,2,0
check if any values in a list `input_list` is a list,"any(isinstance(el, list) for el in input_list)",<list>,6,1
get the size of list `items`,len(items),<list>,6,1
"get the size of a list `[1,2,3]`","len([1, 2, 3])",<int-list>,20,0
get the size of object `items`,items.__len__(),<list>,6,1
get the size of list `s`,len(s),<list>,6,1
"check if string 'x' is  in list `['x', 'd', 'a', 's', 'd', 's']`","'x' in ['x', 'd', 'a', 's', 'd', 's']",<str-list>,7,0
"Delete an item with key ""key"" from `mydict`","mydict.pop('key', None)",<dict>,12,1
Delete an item with key `key` from `mydict`,del mydict[key],<dict>,12,1
strip html from strings,"re.sub('<[^<]+?>', '', text)",<str>,2,1
"split string ""jvm.args= -Dappdynamics.com=true, -Dsomeotherparam=false,"" on the first occurrence of delimiter '='","""""""jvm.args= -Dappdynamics.com=true, -Dsomeotherparam=false,"""""".split('=', 1)",<str>,2,1
print numbers in list `list` with precision of 3 decimal places,"('[%s]' % ', '.join('%.3f' % val for val in list))",<int-list>,20,1
format print output of list of floats `l` to print only up to 3 decimal points,"('[' + ', '.join('%5.3f' % v for v in l) + ']')",<int-list>,20,1
print a list of floating numbers `l` using string formatting,([('%5.3f' % val) for val in l]),<int-list>,20,1
print a unicode string `text`,(text.encode('windows-1252')),<str>,2,1
convert string representation `s2` of binary string rep of integer to floating point number,"struct.unpack('d', struct.pack('Q', int(s2, 0)))[0]",<int-str>,0,1
convert a binary '-0b1110' to a float number,"float(int('-0b1110', 0))",<int-str>,0,0
convert a binary `b8` to a float number,"struct.unpack('d', b8)[0]",<int-str>,0,1
strip and split each line `line` on white spaces,line.strip().split(' '),<str>,2,1
sort dictionary `tag_weight` in reverse order by values cast to integers,"sorted(list(tag_weight.items()), key=lambda x: int(x[1]), reverse=True)",<int-dict>,11,1
find the largest integer less than `x`,int(math.ceil(x)) - 1,<int>,9,1
iterate over a dictionary `d` in sorted order,it = iter(sorted(d.items())),<dict>,12,1
iterate over a dictionary `dict` in sorted order,return sorted(dict.items()),<dict>,12,1
iterate over a dictionary `dict` in sorted order,return iter(sorted(dict.items())),<dict>,12,1
assign the index of the last occurence of `x` in list `s` to the variable `last`,last = len(s) - s[::-1].index(x) - 1,<list>,6,1
concatenating values in `list1` to a string,str1 = ''.join(list1),<list>,6,1
"concatenating values in list `L` to a string, separate by space",' '.join((str(x) for x in L)),<list>,6,1
concatenating values in `list1` to a string,str1 = ''.join((str(e) for e in list1)),<list>,6,1
concatenating values in list `L` to a string,"makeitastring = ''.join(map(str, L))",<list>,6,1
remove None value from list `L`,[x for x in L if x is not None],<list>,6,1
"select a random element from array `[1, 2, 3]`","random.choice([1, 2, 3])",<int-list>,20,0
creating a 5x6 matrix filled with `None` and save it as `x`,x = [[None for _ in range(5)] for _ in range(6)],<int>,9,0
generate a random string of length `x`  containing lower cased ASCII letters,""""""""""""".join(random.choice(string.lowercase) for x in range(X))",<int>,9,1
round number `x` to nearest integer,int(round(x)),<int>,9,1
round number `h` to nearest integer,h = int(round(h)),<int>,9,1
round number 32.268907563 up to 3 decimal points,"round(32.268907563, 3)",<float>,4,0
round number `value` up to `significantDigit` decimal places,"round(value, significantDigit)",<int>,9,2
round number 1.0005 up to 3 decimal places,"round(1.0005, 3)",<float>,4,0
round number 2.0005 up to 3 decimal places,"round(2.0005, 3)",<float>,4,0
round number 3.0005 up to 3 decimal places,"round(3.0005, 3)",<float>,4,0
round number 4.0005 up to 3 decimal places,"round(4.0005, 3)",<float>,4,0
round number 8.005 up to 2 decimal places,"round(8.005, 2)",<float>,4,0
round number 7.005 up to 2 decimal places,"round(7.005, 2)",<float>,4,0
round number 6.005 up to 2 decimal places,"round(6.005, 2)",<float>,4,0
round number 1.005 up to 2 decimal places,"round(1.005, 2)",<float>,4,0
convert values in dictionary `d` into integers,"{k: int(v) for k, v in d.items()}",<dict>,12,1
sum elements at the same index of each list in list `lists`,"map(sum, zip(*lists))",<nested-list>,8,1
convert a string `s` containing hex bytes to a hex string,binascii.a2b_hex(s),<int-str>,0,1
remove identical items from list `my_list` and sort it alphabetically,sorted(set(my_list)),<str-list>,7,1
find the index of the element with the maximum value from a list 'a'.,"max(enumerate(a), key=lambda x: x[1])[0]",<int-list>,20,1
python regex for hyphenated words in `text`,"re.findall('\\w+(?:-\\w+)+', text)",<str>,2,1
Get `3` unique items from a list,"random.sample(list(range(1, 16)), 3)",<int>,9,0
sort list `strings` in alphabetical order based on the letter after percent character `%` in each element,"strings.sort(key=lambda str: re.sub('.*%(.).*', '\\1', str))",<str-list>,7,1
sort a list of strings `strings` based on regex match,"strings.sort(key=lambda str: re.sub('.*%', '', str))",<str-list>,7,1
Create list `listy` containing 3 empty lists,listy = [[] for i in range(3)],<list>,6,0
Get a list from two strings `12345` and `ab` with values as each character concatenated,[(x + y) for x in '12345' for y in 'ab'],<str>,2,0
"trim string "" Hello """,' Hello '.strip(),<str>,2,0
trim string `myString `,myString.strip(),<str>,2,1
"Trimming a string "" Hello """,' Hello '.strip(),<str>,2,0
"Trimming a string "" Hello""",' Hello'.strip(),<str>,2,0
"Trimming a string ""Bob has a cat""",'Bob has a cat'.strip(),<str>,2,0
"Trimming a string ""          Hello        """,'          Hello        '.strip(),<str>,2,0
Trimming a string `str`,str.strip(),<str>,2,1
"Trimming ""\n"" from string `myString`",myString.strip('\n'),<str>,2,1
"left trimming ""\n\r"" from string `myString`",myString.lstrip('\n\r'),<str>,2,1
"right trimming ""\n\t"" from string `myString`",myString.rstrip('\n\t'),<str>,2,1
"Trimming a string ""  Hello\n"" by space",'  Hello\n'.strip(' '),<str>,2,0
"sort a list of tuples 'unsorted' based on two elements, second and third","sorted(unsorted, key=lambda element: (element[1], element[2]))",<tuple-list>,19,1
decode string `content` to UTF-8 code,(content.decode('utf8')),<int-str>,0,1
create a list containing all cartesian products of elements in list `a`,list(itertools.product(*a)),<nested-list>,8,1
remove uppercased characters in string `s`,"re.sub('[^A-Z]', '', s)",<str>,2,1
convert string '2011221' into a DateTime object using format '%Y%W%w',"datetime.strptime('2011221', '%Y%W%w')",<datetime-str>,18,0
regex matching 5-digit substrings not enclosed with digits in `s`,"re.findall('(?<!\\d)\\d{5}(?!\\d)', s)",<int-str>,0,1
create a list containing elements of list `a` if the sum of the element is greater than 10,[item for item in a if sum(item) > 10],<nested-list>,8,1
convert currency string `dollars` to decimal `cents_int`,cents_int = int(round(float(dollars.strip('$')) * 100)),<int-str>,0,1
remove letters from string `example_line` if the letter exist in list `bad_chars`,""""""""""""".join(dropwhile(lambda x: x in bad_chars, example_line[::-1]))[::-1]",<str-list>,7,2
Creating an empty list `l`,l = [],<list>,6,0
Creating an empty list `l`,l = list(),<list>,6,0
Creating an empty list,list(),<list>,6,0
Creating an empty list,[],<list>,6,0
add string `-` in `4th` position of a string `s`,s[:4] + '-' + s[4:],<str>,2,1
append 3 lists in one list,[[] for i in range(3)],<list>,6,0
Initialize a list of empty lists `a` of size 3,a = [[] for i in range(3)],<list>,6,0
Finding the largest delta between two integers in a list in python,"max(abs(x - y) for x, y in zip(values[1:], values[:-1]))",<int-list>,20,1
convert a hex string `x` to string,"y = str(int(x, 16))",<int-str>,0,1
check if string `a` is an integer,a.isdigit(),<str>,2,1
function to check if a string is a number,isdigit(),<str>,2,0
check if string `b` is a number,b.isdigit(),<str>,2,1
sum a list of numbers `list_of_nums`,sum(list_of_nums),<int-list>,20,1
Get an item from a list of dictionary `lst` which has maximum value in the key `score` using lambda function,"max(lst, key=lambda x: x['score'])",<dict-list>,1,1
"remove all spaces from a string converted from dictionary `{'a': 1, 'b': 'as df'}`","str({'a': 1, 'b': 'as df'}).replace(': ', ':').replace(', ', ',')",<str-dict>,13,0
convert dictionary `dict` into a string formatted object,"'{' + ','.join('{0!r}:{1!r}'.format(*x) for x in list(dct.items())) + '}'",<dict>,12,1
concatenate items from list `parts` into a string starting from the second element,""""""""""""".join(parts[1:])",<str-list>,7,1
"insert a character ',' into a string in front of '+' character in second part of the string",""""""",+"""""".join(c.rsplit('+', 1))",<str>,2,1
extract only alphabetic characters from a string `your string`,""""""" """""".join(re.split('[^a-zA-Z]*', 'your string'))",<str>,2,0
Extract only characters from a string as a list,"re.split('[^a-zA-Z]*', 'your string')",<str>,2,0
get the union set from list of lists `results_list`,results_union = set().union(*results_list),<nested-list>,8,1
get the union of values in list of lists `result_list`,return list(set(itertools.chain(*result_list))),<nested-list>,8,1
removing control characters from a string `s`,return ''.join(ch for ch in s if unicodedata.category(ch)[0] != 'C'),<str>,2,1
Compare if each value in list `a` is less than respective index value in list `b`,"all(i < j for i, j in zip(a, b))",<int-list>,20,2
remove duplicate characters from string 'ffffffbbbbbbbqqq',"re.sub('([a-z])\\1+', '\\1', 'ffffffbbbbbbbqqq')",<str>,2,0
remove periods inbetween capital letters that aren't immediately preceeded by word character(s) in a string `s` using regular expressions,"re.sub('(?<!\\w)([A-Z])\\.', '\\1', s)",<str>,2,1
Get a list of strings `split_text` with fixed chunk size `n` from a string `the_list`,"split_list = [the_list[i:i + n] for i in range(0, len(the_list), n)]",<str>,2,2
match string 'this is my string' with regex '\\b(this|string)\\b'then replace it with regex '<markup>\\1</markup>',"re.sub('\\b(this|string)\\b', '<markup>\\1</markup>', 'this is my string')",<str>,2,0
"Sort a list of dictionaries `mylist` by keys ""weight"" and ""factor""","mylist.sort(key=operator.itemgetter('weight', 'factor'))",<dict-list>,1,1
ordering a list of dictionaries `mylist` by elements 'weight' and 'factor',"mylist.sort(key=lambda d: (d['weight'], d['factor']))",<dict-list>,1,1
Convert a list of lists `lol` to a dictionary with key as second value of a list and value as list itself,{x[1]: x for x in lol},<nested-list>,8,1
sort keys of dictionary 'd' based on their values,"sorted(d, key=lambda k: d[k][1])",<int-dict>,11,1
round 123 to 100,"int(round(123, -2))",<int>,9,0
get a list of last trailing words from another list  of strings`Original_List`,new_list = [x.split()[-1] for x in Original_List],<str-list>,7,1
Reverse a string 'hello world','hello world'[::(-1)],<str>,2,0
Reverse list `s`,s[::(-1)],<list>,6,1
Reverse string 'foo',''.join(reversed('foo')),<str>,2,0
Reverse a string `string`,''.join(reversed(string)),<str>,2,1
"Reverse a string ""foo""",'foo'[::(-1)],<str>,2,0
Reverse a string `a_string`,a_string[::(-1)],<str>,2,1
Reverse a string `a_string`,def reversed_string(a_string):return a_string[::(-1)],<str>,2,1
Reverse a string `s`,''.join(reversed(s)),<str>,2,1
generate a string of numbers separated by comma which is divisible by `4` with remainder `1` or `2`.,""""""","""""".join(str(i) for i in range(100) if i % 4 in (1, 2))",<int>,9,0
"convert list `lst` of key, value pairs into a dictionary","dict([(e[0], int(e[1])) for e in lst])",<tuple-list>,19,1
sorting a list of tuples `list_of_tuples` where each tuple is reversed,"sorted(list_of_tuples, key=lambda tup: tup[::-1])",<tuple-list>,19,1
sorting a list of tuples `list_of_tuples` by second key,"sorted(list_of_tuples, key=lambda tup: tup[1])",<tuple-list>,19,1
get current date and time,datetime.datetime.now(),<datetime>,3,0
get current time,datetime.datetime.now().time(),<datetime>,3,0
get current time in pretty format,"strftime('%Y-%m-%d %H:%M:%S', gmtime())",<datetime>,3,0
get current time in string format,str(datetime.now()),<datetime>,3,0
get current time,datetime.datetime.time(datetime.datetime.now()),<datetime>,3,0
convert hex '\xff' to integer,ord('\xff'),<int-str>,0,0
get current utc time,datetime.utcnow(),<datetime>,3,0
move last item of array `a` to the first position,a[-1:] + a[:-1],<list>,6,1
print a rational number `3/2`,('\n\x1b[4m' + '3' + '\x1b[0m' + '\n2'),<int>,9,0
What is the best way to sort list with custom sorting parameters in Python?,li1.sort(key=lambda x: not x.startswith('b.')),<list>,6,1
iterate backwards from 10 to 0,"range(10, 0, -1)",<int>,9,0
get index of the first biggest element in list `a`,a.index(max(a)),<int-list>,20,1
replace periods `.` that are not followed by periods or spaces with a period and a space `. `,"re.sub('\\.(?=[^ .])', '. ', para)",<str>,2,1
convert a string `a` of letters embedded in squared brackets into embedded lists,"[i.split() for i in re.findall('\\[([^\\[\\]]+)\\]', a)]",<str>,2,1
extract dictionary `d` from list `a` where the value associated with the key 'name' of dictionary `d` is equal to 'pluto',[d for d in a if d['name'] == 'pluto'],<dict-list>,1,1
extract dictionary from list of dictionaries based on a key's value.,[d for d in a if d['name'] == 'pluto'],<dict-list>,1,1
Retrieve list of values from dictionary 'd',list(d.values()),<dict>,12,1
replace occurrences of two whitespaces or more with one whitespace ' ' in string `s`,"re.sub(' +', ' ', s)",<str>,2,1
remove all words which contains number from a string `words` using regex,"re.sub('\\w*\\d\\w*', '', words).strip()",<str>,2,1
parse date string '2009/05/13 19:19:30 -0400' using format '%Y/%m/%d %H:%M:%S %z',"datetime.strptime('2009/05/13 19:19:30 -0400', '%Y/%m/%d %H:%M:%S %z')",<datetime-str>,18,0
Get the position of a regex match for word `is` in a string `String`,"re.search('\\bis\\b', String).start()",<str>,2,1
Get the position of a regex match `is` in a string `String`,"re.search('is', String).start()",<str>,2,1
What is the most pythonic way to exclude elements of a list that start with a specific character?,[x for x in my_list if not x.startswith('#')],<str-list>,7,1
"replace fields delimited by braces {},0 in string ""Day old bread, 50% sale {0}"" with string 'today'","""""""Day old bread, 50% sale {0}"""""".format('today')",<str>,2,0
Get a minimum value from a list of tuples `list` with values of type `string` and `float` with nan,"min(list, key=lambda x: float('inf') if math.isnan(x[1]) else x[1])",<tuple-list>,19,1
Find average of a nested list `a`,a = [(sum(x) / len(x)) for x in zip(*a)],<nested-list>,8,1
sort list `l` based on its elements' digits,"sorted(l, key=lambda x: int(re.search('\\d+', x).group(0)))",<int-list>,20,1
Format a string `u'Andr\xc3\xa9'` that has unicode characters,""""""""""""".join(chr(ord(c)) for c in 'Andr\xc3\xa9')",<str>,2,0
Insert a character `-` after every two elements in a string `s`,"""""""-"""""".join(a + b for a, b in zip(s[::2], s[1::2]))",<str>,2,1
printing numbers rounding up to third decimal place,('%.3f' % 3.1415),<int>,9,0
fill list `myList` with 4 0's,self.myList.extend([0] * (4 - len(self.myList))),<int-list>,20,1
generate list of numbers in specific format using string formatting precision.,[('%.2d' % i) for i in range(16)],<str>,2,0
sort dictionary `mydict` in descending order based on the sum of each value in it,"sorted(iter(mydict.items()), key=lambda tup: sum(tup[1]), reverse=True)[:3]",<dict>,12,1
get top `3` items from a dictionary `mydict` with largest sum of values,"heapq.nlargest(3, iter(mydict.items()), key=lambda tup: sum(tup[1]))",<dict>,12,1
"get index of character 'b' in list '['a', 'b']'","['a', 'b'].index('b')",<str-list>,7,0
Python: Convert a string to an integer,int('  23  '),<str>,2,0
extract the 2nd elements from a list of tuples,[x[1] for x in elements],<tuple-list>,19,1
flatten list of tuples `a`,list(chain.from_iterable(a)),<tuple-list>,19,1
substitute two or more whitespace characters with character '|' in string `line`,"re.sub('\\s{2,}', '|', line.strip())",<str>,2,1
print float `a` with two decimal points,(('%.2f' % a)),<float>,4,1
print float `a` with two decimal points,(('{0:.2f}'.format(a))),<float>,4,1
print float `a` with two decimal points,"(('{0:.2f}'.format(round(a, 2))))",<float>,4,1
print float `a` with two decimal points,"(('%.2f' % round(a, 2)))",<float>,4,1
limit float 13.9499999 to two decimal points,('%.2f' % 13.9499999),<float>,4,0
limit float 3.14159 to two decimal points,('%.2f' % 3.14159),<float>,4,0
limit float 13.949999999999999 to two decimal points,float('{0:.2f}'.format(13.95)),<float>,4,0
limit float 13.949999999999999 to two decimal points,'{0:.2f}'.format(13.95),<float>,4,0
"sum all elements of two-dimensions list `[[1, 2, 3, 4], [2, 4, 5, 6]]]`","sum([sum(x) for x in [[1, 2, 3, 4], [2, 4, 5, 6]]])",<nested-list>,8,0
Retrieve an arbitrary value from dictionary `dict`,next(iter(dict.values())),<dict>,12,1
access an arbitrary value from dictionary `dict`,next(iter(list(dict.values()))),<dict>,12,1
sort list `mylist` of tuples by arbitrary key from list `order`,"sorted(mylist, key=lambda x: order.index(x[1]))",<tuple-list>,19,1
remove all duplicates from a list of sets `L`,list(set(frozenset(item) for item in L)),<list>,6,1
remove duplicates from a list of sets 'L',[set(item) for item in set(frozenset(item) for item in L)],<list>,6,1
delete all values in a list `mylist`,del mylist[:],<list>,6,1
remove empty strings from list `str_list`,str_list = list([_f for _f in str_list if _f]),<str-list>,7,1
remove newlines and whitespace from string `yourstring`,"re.sub('[\\ \\n]{2,}', '', yourstring)",<str>,2,1
remove the last dot and all text beyond it in string `s`,"re.sub('\\.[^.]+$', '', s)",<str>,2,1
sort a zipped list `zipped` using lambda function,"sorted(zipped, key=lambda x: x[1])",<tuple-list>,19,1
How do I sort a zipped list in Python?,zipped.sort(key=lambda t: t[1]),<tuple-list>,19,1
sort a dictionary `y` by value then by key,"sorted(list(y.items()), key=lambda x: (x[1], x[0]), reverse=True)",<dict>,12,1
